Open,Adj Close,Volume,Company,Direction
11.178,11.41,3666000,1,0
11.66,11.748,3224000,1,0
12.38,12.264,5422000,1,0
11.92,11.826,2004500,1,0
12.04,11.85,1783000,1,0
11.86,11.69,1691000,1,0
11.894,12.014,2239000,1,0
11.808,11.99,751000,1,0
11.8,11.992,527000,1,0
12.024,12.184,1221500,1,0
12.54,12.61,2450000,1,0
12.64,12.64,2066500,1,0
12.6,12.62,3953000,1,0
12.786,12.862,4592500,1,0
13.52,13.616,3133500,1,0
13.232,13.28,8956500,1,0
13.46,13.73,5314000,1,0
13.56,13.508,4732500,1,0
13.42,13.448,3985000,1,0
13.446,13.474,3435000,1,0
13.844,14.1,12259500,1,0
14.1,14.016,12019500,1,0
14.23,14.02,19199500,1,0
14.024,14.136,3591000,1,0
13.294,13.352,3520000,1,0
13.726,13.926,5317000,1,0
13.932,13.778,2032000,1,0
13.978,13.998,998000,1,0
14.036,14.07,2050000,1,0
14.188,14.276,2821500,1,0
14.23,14.288,2782000,1,0
14.132,14.104,1083500,1,0
14.554,14.412,2717000,1,0
14.258,14.27,967000,1,0
14.396,14.3,660000,1,0
14.322,14.196,1632500,1,0
14,14.04,1941500,1,0
13.976,14.068,956000,1,0
14.156,14.12,901000,1,0
14.306,14.328,827500,1,0
14.124,14.18,1295000,1,0
14.232,14.26,639000,1,0
13.886,13.892,2979000,1,0
13.404,13.56,2339000,1,0
13.622,13.536,1577500,1,0
13.66,13.712,1206000,1,0
13.756,13.77,1112000,1,0
13.748,13.756,823000,1,0
14.154,14.05,1083000,1,0
14.176,14.084,1290000,1,0
13.92,14.054,1849000,1,0
13.8,13.832,1449000,1,0
13.766,13.77,1217000,1,0
13.774,13.742,957500,1,0
13.682,13.588,1490500,1,0
13.422,13.42,1000500,1,0
13.46,13.398,1106500,1,0
13.134,13.12,1232000,1,0
13.1,13.092,1233000,1,0
13.816,13.67,1828500,1,0
13.61,13.61,1809500,1,0
13.89,13.908,1216500,1,0
13.826,13.546,1607500,1,0
13.676,13.746,1256500,1,0
13.604,14.008,1376500,1,0
13.808,13.696,2342000,1,0
14.352,14.54,5318500,1,0
14.056,14.132,4480000,1,0
13.5,13.26,9566000,1,0
12.916,12.882,7802000,1,0
12.418,12.658,5100000,1,0
12.844,12.868,3596000,1,0
13.142,13.106,2448500,1,0
12.796,12.788,4822500,1,0
12.596,12.83,7738000,1,0
12.88,12.89,3869500,1,0
13.23,13.364,7824000,1,0
13.378,13.264,2686500,1,0
13.4,13.268,3810500,1,0
13.256,13.164,2838000,1,0
13.3,13.32,4233500,1,0
13.92,14,1880000,1,0
14.532,14.19,3502500,1,0
13.722,13.768,2735000,1,0
13.756,13.676,1205500,1,0
13.55,13.566,1832000,1,0
13.67,13.68,1725500,1,0
14.048,13.842,1200500,1,0
14.038,14.134,1681500,1,0
14.358,14.022,1371000,1,0
14.022,14.23,2194000,1,0
14.538,14.558,1705000,1,0
15.14,15.05,2588500,1,0
15.12,14.842,1788500,1,0
15.224,15.334,1450500,1,0
16.309999,16.43,3686000,1,0
16.278,16.167999,1436500,1,0
15.462,15.786,2289500,1,0
15.542,15.53,2147000,1,0
15.5,15.628,1051500,1,0
15.632,15.716,824500,1,0
15.9,16.049999,3834500,1,0
15.976,15.932,2110000,1,0
16,16.143999,1695500,1,0
16.212,16.104,976000,1,0
15.96,15.74,3369000,1,0
15.908,16.176001,1448500,1,0
15.872,15.738,1900000,1,0
15.806,15.802,2363000,1,0
15.91,16.01,2465000,1,0
15.716,15.858,1436000,1,0
16.098,16.062,1507500,1,0
15.992,15.834,1996500,1,0
15.848,15.842,1413500,1,0
15.9,15.75,1855500,1,0
15.956,15.89,1659000,1,0
15.794,15.78,1774000,1,0
15.162,15.238,3631000,1,0
15.366,15.498,2515500,1,0
15.248,15.2,5881500,1,0
15.036,15.06,3349000,1,0
15.124,14.856,2362500,1,0
14.8,14.976,1819000,1,0
14.842,14.454,2473500,1,0
15.21,15.48,3334500,1,0
14.942,15.092,8896000,1,0
14.984,14.8,3886000,1,0
14.68,14.626,2256000,1,0
14.98,15.042,1539000,1,0
15.2,15.1,1826500,1,0
14.95,14.832,3118000,1,0
15.4,15.38,2717000,1,0
15.422,15.462,1646500,1,0
15.77,15.922,2005500,1,0
16.282,16.32,3033500,1,0
16.296,16.25,3536500,1,0
16.219999,16.190001,1796500,1,0
16.266001,16.274,1637500,1,0
16.110001,15.9,1550000,1,0
15.72,15.884,2596500,1,0
15.568,15.79,1986500,1,0
15.952,15.762,3932500,1,0
15.206,15.424,3032000,1,0
15.374,15.478,2973000,1,0
15.178,15.08,2972000,1,0
14.74,14.578,3116500,1,0
14.234,14.024,3852000,1,0
14.5,14.366,3909000,1,0
13.81,13.718,5579500,1,0
13.72,13.82,3492000,1,0
13.8,13.698,3653000,1,0
13.816,13.878,3866000,1,0
13.852,13.84,2004000,1,0
14.138,14.236,2547000,1,0
14.67,14.652,3274000,1,0
14.402,14.624,2190500,1,0
14.44,14.302,1827000,1,0
14.234,14.416,2694500,1,0
14.688,14.612,1539000,1,0
14.858,14.74,2207000,1,0
14.57,14.402,2527000,1,0
14.316,14.228,2678000,1,0
14.67,14.624,1737000,1,0
14.6,14.56,1712000,1,0
14.3,14.48,1211500,1,0
14.136,14.16,2850000,1,0
14.208,14.364,1889000,1,0
14.466,14.436,1039500,1,0
14.614,14.572,1469000,1,0
14.532,14.54,2093000,1,0
14.724,14.852,755500,1,0
14.702,14.8,887000,1,0
14.502,14.828,889000,1,0
15,15.18,1827000,1,0
15.058,15.016,1107000,1,0
14.884,14.988,1183500,1,0
14.95,14.97,1496500,1,0
14.652,14.604,1951000,1,0
14.698,14.476,2321500,1,0
14.45,14.612,989500,1,0
14.46,14.438,1362000,1,0
14.68,14.49,2999000,1,0
14.124,14.222,6111500,1,0
14.002,14.028,1470500,1,0
14.176,14.278,942000,1,0
14.632,14.222,975500,1,0
14.15,14.378,1515500,1,0
14.464,14.496,2146000,1,0
14.4,14.21,2072500,1,0
14.3,14.46,2181500,1,0
13.616,14.002,3800000,1,0
13.876,13.798,6181000,1,0
14.202,14.13,5612500,1,0
14.24,14.31,5854500,1,0
14.108,13.904,1683000,1,0
13.86,13.72,7994500,1,0
14,14.106,1918500,1,0
14.204,14.264,1740500,1,0
14.176,14.08,3242500,1,0
14.136,14.36,1964500,1,0
14.256,14.386,5358000,1,0
14.77,14.674,2528000,1,0
14.918,15.02,2657500,1,0
15.3,15.29,1570500,1,0
15.59,15.474,1087500,1,0
15.29,15.326,1328500,1,0
15.384,15.464,1156000,1,0
15.18,15.202,1492000,1,0
15.302,15.25,1171000,1,0
15.256,15.26,1557000,1,0
15.464,15.558,784000,1,0
15.6,15.726,863000,1,0
15.778,15.6,1547000,1,0
15.292,15.34,912000,1,0
15.25,15.408,1015500,1,0
15.35,15.41,1077500,1,0
14.942,14.856,1448000,1,0
14.756,14.646,1639500,1,0
14.45,14.282,1597000,1,0
14.558,14.71,2400500,1,0
14.836,14.718,1398000,1,0
14.68,14.85,1276500,1,0
14.602,14.74,1059500,1,0
14.4,14.402,1012500,1,0
14.412,14.56,1052500,1,0
14.452,14.476,1278000,1,0
14.558,14.716,1796000,1,0
14.516,14.62,2051000,1,0
14.496,14.506,1016500,1,0
14.452,14.482,813000,1,0
14.692,14.692,704500,1,0
15.044,15.058,1499500,1,0
15.034,14.962,2171500,1,0
14.522,14.25,1136000,1,0
14.292,14.538,1133500,1,0
14.346,14.42,794500,1,0
14.3,14.282,919500,1,0
14.538,14.424,1075000,1,0
14.424,14.23,3065500,1,0
14.1,14.11,1159000,1,0
13.872,13.8,5535500,1,0
13.748,13.71,13523000,1,0
13.638,13.74,4378000,1,0
13.84,13.678,2455000,1,0
13.686,13.726,3072000,1,0
13.6,13.598,2867500,1,0
13.64,13.578,2050500,1,0
13.45,13.57,2081000,1,0
13.45,13.312,2437500,1,0
12.9,12.85,2511500,1,0
13.024,13.018,1820000,1,0
12.892,12.968,1878500,1,0
12.854,12.762,1872000,1,0
12.72,12.534,3837500,1,0
11.942,11.824,6412500,1,0
11.908,11.826,2437000,1,0
11.5,11.37,5256000,1,0
11.82,11.838,3232500,1,0
11.78,11.8,3637000,1,0
11.82,11.886,2257500,1,0
11.844,11.87,4859500,1,0
11.904,11.834,2785500,1,0
12.03,11.806,2255500,1,0
11.566,11.81,1858500,1,0
12.02,12.076,2760500,1,0
12.004,12.07,2567500,1,0
12.18,12.104,1831000,1,0
12.078,12.044,1820500,1,0
11.93,11.856,1264000,1,0
11.918,11.79,3375500,1,0
11.802,11.91,1338500,1,0
11.952,12.016,2424000,1,0
12.108,12.222,3558000,1,0
12.39,12.388,2691000,1,0
12.494,12.38,3380500,1,0
12.684,12.6,2288000,1,0
12.498,12.31,2085000,1,0
12.26,12.31,3337500,1,0
12.6,12.434,2462000,1,0
12.554,12.53,2636000,1,0
12.4,12.252,3279000,1,0
12.488,12.238,4769000,1,0
12.156,12.004,1979000,1,0
12.15,12.14,3217500,1,0
11.97,11.99,2430500,1,0
12.15,12.05,2301000,1,0
12.168,12.124,3606000,1,0
12.328,12.28,1792500,1,0
12.264,12.152,1412000,1,0
12.25,12.148,967000,1,0
12.076,11.634,3581000,1,0
11.89,11.802,3394000,1,0
12.05,11.85,5248500,1,0
10.956,11.26,7871000,1,0
11.152,10.94,3313500,1,0
10.966,10.92,3419000,1,0
11.084,11.156,1658000,1,0
11.292,11.33,1368000,1,0
11.35,11.272,878000,1,0
11.336,11.284,1148500,1,0
11.35,11.31,1250500,1,0
11.308,11.29,556000,1,0
11.498,11.394,1112500,1,0
11.264,11.258,2115000,1,0
11.214,11.24,3041500,1,0
11.308,11.21,2145500,1,0
10.998,10.946,3151000,1,0
11.058,10.938,5371000,1,0
10.948,10.972,1028000,1,0
10.82,10.83,1279000,1,0
10.738,10.73,1531000,1,0
10.776,10.678,1017000,1,0
10.802,10.934,1286000,1,0
11.008,11.05,1143000,1,0
11.144,11.108,1227500,1,0
10.64,10.714,2390500,1,0
10.9,10.72,1799500,1,0
10.746,10.72,1909500,1,0
10.9,11.07,2408000,1,0
10.81,10.94,1513500,1,0
10.944,10.92,1236500,1,0
10.924,10.862,1676500,1,0
10.952,11,1463500,1,0
10.984,11.072,1275000,1,0
11.084,10.99,1554500,1,0
11.1,11.19,3669000,1,0
11.04,11.062,1602000,1,0
11.284,11.304,2088000,1,0
11.382,11.366,1230500,1,0
11.33,11.11,1884000,1,0
11.21,11.018,2130500,1,0
10.96,10.96,1315000,1,0
10.914,10.854,734500,1,0
11.376,11.342,2568500,1,0
11.188,11.016,2316000,1,0
11.2,11.066,1646500,1,0
11.362,11.4,1998500,1,0
11.218,11.16,2193500,1,0
11.17,11.194,3014500,1,0
11.574,11.55,3227000,1,0
11.622,11.72,1786000,1,0
11.85,11.73,1447500,1,0
11.84,11.88,1507500,1,0
11.802,11.7,1864500,1,0
11.64,11.636,1917500,1,0
11.736,11.784,1791000,1,0
11.97,11.804,1740500,1,0
11.716,11.642,1989500,1,0
11.704,11.848,2500500,1,0
12.152,12.19,2595000,1,0
11.898,12.022,1356500,1,0
12.098,12.182,1404000,1,0
12,12.26,2470500,1,0
11.942,11.954,1528000,1,0
11.814,11.898,798000,1,0
11.666,11.718,1750000,1,0
11.666,11.674,1247000,1,0
11.8,11.694,1986500,1,0
11.76,11.66,1287000,1,0
11.548,11.388,1127500,1,0
11.336,11.49,1696000,1,0
11.6,11.62,1455000,1,0
11.464,11.688,2455500,1,0
11.506,11.798,1047500,1,0
11.73,11.71,690000,1,0
11.584,11.44,1445500,1,0
11.392,11.432,1167000,1,0
11.61,11.682,3610000,1,0
11.786,11.722,3523000,1,0
12.064,11.982,3325500,1,0
11.882,11.864,3163500,1,0
11.778,11.75,3923000,1,0
11.79,11.782,2522000,1,0
12.222,12.212,3316500,1,0
12.22,12.238,3588500,1,0
12.058,12.222,3951000,1,0
12.176,12.22,2925000,1,0
12.286,12.39,1189500,1,0
12.62,12.532,1139000,1,0
12.308,12.32,3557500,1,0
12.456,12.604,972000,1,0
12.722,12.676,792000,1,0
12.602,12.532,1297000,1,0
12.538,12.65,1201000,1,0
12.34,12.31,2592500,1,0
12.35,12.398,2506000,1,0
12.546,12.474,1102500,1,0
12.448,12.828,2971500,1,0
12.802,12.71,1481500,1,0
12.72,12.65,830500,1,0
12.71,12.776,1261500,1,0
12.718,12.62,1422000,1,0
12.7,12.524,1111500,1,0
12.184,12.47,1925500,1,0
12.372,12.438,1568500,1,0
12.58,12.714,2182500,1,0
12.594,12.552,1903000,1,0
12.614,12.662,1267000,1,0
12.744,12.718,1131000,1,0
12.7,12.67,2577000,1,0
12.42,12.316,1511000,1,0
12.068,12.144,1649000,1,0
12.75,12.62,1913000,1,0
12.43,12.504,647500,1,0
12.538,12.496,499000,1,0
12.278,12.254,1090000,1,0
12.24,12.24,1885500,1,0
12.68,12.756,1538000,1,0
12.962,12.858,800500,1,0
12.812,12.912,1569000,1,0
12.7,12.856,1331000,1,0
12.82,12.92,645500,1,0
13,13.144,1453500,1,0
13.242,13.244,879500,1,0
13.428,13.422,1957500,1,0
13.204,13.432,2193500,1,0
13.54,13.52,6820500,1,0
12.806,12.838,5020000,1,0
12.78,12.582,737500,1,0
12.88,12.968,1420000,1,0
13,13.07,1013000,1,0
12.98,12.668,1481000,1,0
12.7,12.774,1187500,1,0
12.78,12.776,1285000,1,0
12.848,12.844,1178500,1,0
12.738,12.672,1044000,1,0
12.766,12.738,1330000,1,0
12.82,12.9,1173500,1,0
12.94,12.684,1844500,1,0
12.64,12.546,1377500,1,0
12.56,12.654,1215000,1,0
12.732,12.49,2325500,1,0
12.5,12.342,1668500,1,0
12.322,12.262,1478000,1,0
11.924,12.374,1125000,1,0
12.2,11.852,1047000,1,0
11.97,11.896,969000,1,0
11.8,11.5,2369000,1,0
11.498,11.396,1161500,1,0
11.114,11.136,2965500,1,0
11.004,11.19,1510000,1,0
11.4,11.408,1295000,1,0
11.42,11.08,4298000,1,0
10.95,10.998,2323500,1,0
10.576,10.632,2535000,1,0
11.082,10.84,5844500,1,0
11.066,10.98,3613000,1,0
10.902,11.12,1671500,1,0
11.056,11.114,1243500,1,0
10.78,10.914,1340000,1,0
11,11.112,1844500,1,0
11.502,11.384,2150000,1,0
11.396,11.52,2281500,1,0
11.648,11.526,1709500,1,0
11.578,11.674,1604000,1,0
11.674,11.68,3346000,1,0
11.106,11.292,1160500,1,0
11.24,11.36,832500,1,0
11.13,11.218,901000,1,0
11.272,11.12,1201000,1,0
11.216,11.142,1940500,1,0
11.012,11.112,2180000,1,0
10.84,10.884,1653000,1,0
11,11.044,1456500,1,0
10.868,11.024,1702500,1,0
10.846,10.928,910500,1,0
11.178,11.05,1226500,1,0
11,10.822,1591000,1,0
10.76,10.59,1651500,1,0
10.65,10.582,2952000,1,0
10.4,10.55,1305000,1,0
10.394,10.456,1297000,1,0
10.498,10.43,1195500,1,0
10.798,10.604,1107000,1,0
10.474,10.56,1089000,1,0
10.45,10.644,1358000,1,0
10.896,10.83,1094500,1,0
10.814,10.774,1393500,1,0
10.852,10.83,975500,1,0
10.96,10.798,701500,1,0
10.56,10.764,1001500,1,0
10.69,10.642,1376000,1,0
10.68,10.812,893000,1,0
11.04,10.808,1171000,1,0
10.694,10.814,1843500,1,0
10.43,10.7,663500,1,0
10.724,10.712,1150000,1,0
10.7,10.882,479000,1,0
10.7,10.94,832500,1,0
10.92,10.856,509000,1,0
10.906,11.238,2085000,1,0
11.2,11.27,1775500,1,0
11.198,11.056,775500,1,0
11.1,11.212,1006000,1,0
11.24,11.2,805000,1,0
11.25,11.232,719500,1,0
11.24,11.136,1216500,1,0
11.096,10.89,1685500,1,0
10.8,11.056,478000,1,0
11.2,11.162,548000,1,0
11.054,11.2,888500,1,0
11.002,11.17,611000,1,0
11.2,10.906,858500,1,0
10.538,10.45,4409000,1,0
10.598,10.724,974000,1,0
11.1,10.812,1468000,1,0
10.7,10.648,797000,1,0
10.444,10.52,799000,1,0
10.466,10.77,892500,1,0
10.708,10.788,829000,1,0
10.56,10.788,972000,1,0
10.996,10.836,1330000,1,0
10.956,10.876,726000,1,0
11.072,11.008,1939000,1,0
11.164,11.222,1823000,1,0
11.154,10.93,1120500,1,0
10.92,10.856,1069000,1,0
10.976,10.862,1010000,1,0
10.75,10.588,728000,1,0
10.724,10.648,922000,1,0
10.402,10.44,2527500,1,0
10.4,10.35,1350500,1,0
10.398,10.286,1007000,1,0
10.376,10.22,608000,1,0
10.2,10.17,872500,1,0
10.17,10.06,900000,1,0
10.068,10.03,3780000,1,0
10.04,10.04,3389500,1,0
10.352,10.12,1308500,1,0
10.396,10.22,1663000,1,0
10.36,10.36,2204000,1,0
10.82,10.612,2792000,1,0
10.664,10.808,1847000,1,0
10.704,10.838,1219500,1,0
10.5,10.666,769000,1,0
10.508,10.69,989000,1,0
10.89,10.67,2031000,1,0
10.472,10.57,966000,1,0
10.8,10.74,1455000,1,0
10.576,10.52,2296000,1,0
10.348,10.304,1081500,1,0
10.32,10.394,2430500,1,0
10.4,10.428,1207000,1,0
10.3,10.298,2229500,1,0
10,10.194,2238500,1,0
9.87,10.02,2915500,1,0
10.43,10.74,1336500,1,0
10.39,10.39,1939400,1,0
10.5,10.34,564000,1,0
10.37,10.27,783000,1,0
10.27,10.2,548500,1,0
10.15,10.14,1754000,1,0
10.06,10.17,915300,1,0
10,10.31,1520300,1,0
10.38,10.24,1334900,1,0
10.25,10.25,1150700,1,0
10.25,10.2,1233800,1,0
10.12,9.99,601800,1,0
10.01,10.05,587900,1,0
10.05,10.18,570000,1,0
10.2,10.01,880300,1,0
9.77,10.1,1240600,1,0
10.1,10.29,610900,1,0
10.15,10.07,689900,1,0
9.91,10.07,984500,1,0
10.1,10.12,891600,1,0
10.21,10.15,1056200,1,0
10.11,10.17,638600,1,0
10.11,10.1,840600,1,0
10.11,10.18,838000,1,0
10.46,10.44,1083900,1,0
10.3,9.99,2754500,1,0
10,9.81,1258900,1,0
9.99,10.26,3054600,1,0
10.08,10.32,949000,1,0
10,10.14,3173900,1,0
10.34,10.27,803000,1,0
10.33,10.33,400600,1,0
10.4,10.43,1008900,1,0
10.57,10.51,821700,1,0
10.3,10.37,941000,1,0
10.37,10.5,703900,1,0
10.4,10.63,869700,1,0
10.56,10.63,352800,1,0
10.69,10.54,866000,1,0
10.5,10.59,830500,1,0
10.63,10.73,663700,1,0
10.56,10.58,795200,1,0
10.55,10.56,788600,1,0
10.42,10.34,1147200,1,0
10.41,10.43,868800,1,0
10.37,10.51,913900,1,0
10.44,10.44,966600,1,0
10.45,10.39,668200,1,0
10.38,10.34,1248900,1,0
10.58,10.39,789800,1,0
10.56,10.49,1142100,1,0
10.46,10.24,962900,1,0
10.13,10.14,2901100,1,0
10.27,10.15,1411700,1,0
10.32,10.42,1084400,1,0
10.54,10.44,677700,1,0
10.68,10.49,982900,1,0
10.5,10.52,801500,1,0
10.52,10.41,850900,1,0
10.48,10.37,935600,1,0
10.5,10.53,684300,1,0
10.4,10.42,862900,1,0
68.300003,69.059998,856500,2,0
68.5,68.080002,518600,2,0
68.25,69.110001,755500,2,0
70.510002,70.199997,1316200,2,0
70.800003,70.459999,1640200,2,0
71.400002,71.029999,2377300,2,0
71.459999,70.860001,1120500,2,0
71.389999,71.639999,1272300,2,0
72.940002,72.470001,1940800,2,0
71.599998,71.599998,1085900,2,0
72.230003,72.620003,1158900,2,0
72.720001,72.480003,780500,2,0
72.5,72.129997,967200,2,0
72.57,72.379997,760800,2,0
72.75,72.589996,579700,2,0
72.639999,71.879997,678300,2,0
71.440002,71.309998,1267300,2,0
71.699997,72.019997,812600,2,0
71.900002,71.800003,613000,2,0
70.629997,71.139999,870900,2,0
70.989998,70.18,957400,2,0
70.290001,70.480003,1811100,2,0
72.169998,73,1578700,2,0
70.660004,70.510002,1799000,2,0
70.970001,71.550003,662600,2,0
71,70.089996,1462400,2,0
70.129997,70.169998,929300,2,0
70.629997,70.32,852000,2,0
70.300003,70.769997,587900,2,0
69.919998,69.599998,910300,2,0
69.480003,68.830002,1485200,2,0
66.419998,66.639999,2345700,2,0
66.959999,67.07,1234900,2,0
66.910004,66.739998,1326100,2,0
66.949997,65.940002,906900,2,0
64,63.93,1413800,2,0
65.25,63.580002,2226400,2,0
64.360001,63.939999,1553400,2,0
61.91,60.889999,2006000,2,0
59.490002,62.200001,2722600,2,0
63.599998,64.160004,2117900,2,0
63.77,63.18,1714500,2,0
63.779999,64.790001,1223800,2,0
63.849998,63.439999,1259900,2,0
62.799999,63.119999,1165600,2,0
58.189999,58.529999,1374800,2,0
61.09,60.330002,3117300,2,0
58.950001,57.790001,1349800,2,0
54.529999,52.57,2072100,2,0
56.349998,56.32,2012300,2,0
52,51.68,1458900,2,0
53.41,55.200001,1702400,2,0
54.779999,54.790001,3626500,2,0
54.860001,55.400002,2382900,2,0
56.48,53.060001,1613000,2,0
53.939999,52.900002,1592600,2,0
56.299999,57,2281900,2,0
58.380001,57.68,1225000,2,0
58.66,60.5,1465400,2,0
59.599998,59.32,1943400,2,0
59.939999,60.169998,1215200,2,0
59.27,59.18,1057900,2,0
57.93,56.849998,1110900,2,0
58.369999,58.91,1107900,2,0
58,57.48,667800,2,0
59.830002,60.869999,1196800,2,0
62.75,60.66,1347100,2,0
61.080002,62.110001,1112600,2,0
62.23,61.580002,1139300,2,0
61,60.09,1551700,2,0
61.799999,61.43,1762500,2,0
62.200001,62.07,2207300,2,0
62.419998,62.240002,2740200,2,0
64.139999,64.440002,3182300,2,0
63.59,63.549999,2436900,2,0
62.209999,62.049999,2203700,2,0
62.689999,62.68,837300,2,0
63.43,62.060001,985500,2,0
63.189999,62.959999,1158100,2,0
63.509998,63.450001,1233300,2,0
63.880001,62.919998,972100,2,0
64.410004,64.580002,1193600,2,0
64.160004,64.25,1108900,2,0
63.23,62.73,625200,2,0
62.299999,61.939999,768100,2,0
62.889999,63.389999,957200,2,0
63.939999,63.950001,913600,2,0
64.269997,64.370003,900400,2,0
65,65.510002,957700,2,0
65.769997,65.970001,916800,2,0
65.919998,65.589996,1140200,2,0
63.68,62.779999,2543800,2,0
62.939999,63.66,1329900,2,0
63.52,64.010002,1241200,2,0
63,64.07,1976900,2,0
64.290001,63.049999,2118400,2,0
63.23,63.169998,2146500,2,0
63,62.740002,1214600,2,0
63.200001,63.240002,848700,2,0
62.790001,62.18,1435100,2,0
62.5,62.970001,1524600,2,0
63.580002,64.580002,1606900,2,0
64.199997,64.760002,1176800,2,0
64.910004,65.489998,1423600,2,0
65.980003,66.75,1420600,2,0
66,66.790001,2723200,2,0
67,66.18,1167400,2,0
66.580002,67.309998,1274500,2,0
67.5,68.559998,1392600,2,0
68.440002,68.449997,986700,2,0
70,70.510002,1863300,2,0
70.169998,67.370003,2784400,2,0
69.720001,68.290001,2360700,2,0
68.360001,69.730003,1640100,2,0
70.489998,69.349998,1029200,2,0
70.959999,71.580002,1375300,2,0
71.650002,71.550003,920000,2,0
71.720001,70.980003,1513900,2,0
71.25,71.709999,605900,2,0
