,antecedents,consequents,antecedent support,consequent support,support,confidence,lift,leverage,conviction,zhangs_metric
79,frozenset({'NCBDY'}),frozenset({'CCOEY'}),0.4839948783610755,0.4839948783610755,0.4839948783610755,1.0,2.066137566137566,0.24974383608132322,inf,0.9999999999999999
78,frozenset({'CCOEY'}),frozenset({'NCBDY'}),0.4839948783610755,0.4839948783610755,0.4839948783610755,1.0,2.066137566137566,0.24974383608132322,inf,0.9999999999999999
61,frozenset({'EA'}),frozenset({'TTWO'}),0.4801536491677337,0.5057618437900128,0.3700384122919334,0.7706666666666666,1.5237738396624472,0.1271950173863575,2.1551082392877343,0.6612235157754786
19,frozenset({'SONY'}),frozenset({'MSFT'}),0.4788732394366197,0.5172855313700384,0.3674775928297055,0.767379679144385,1.4834740827023878,0.11976339470884204,2.0751173708920185,0.6253884546567473
50,frozenset({'ATVI'}),frozenset({'TTWO'}),0.47759282970550576,0.5057618437900128,0.36619718309859156,0.7667560321715818,1.5160416737367226,0.12464895296584538,2.11897508352098,0.6515751405457288
