,antecedents,consequents,antecedent support,consequent support,support,confidence,lift,leverage,conviction,zhangs_metric,odds ratio,jaccard,cosine,interest,correlation
79,frozenset({'NCBDY'}),frozenset({'CCOEY'}),0.4839948783610755,0.4839948783610755,0.4839948783610755,1.0,2.066137566137566,0.24974383608132322,inf,0.9999999999999999,0.998975344325293,0.3261432269197584,0.49186727391021473,0.9997354350653942,-0.0002562295554436695
78,frozenset({'CCOEY'}),frozenset({'NCBDY'}),0.4839948783610755,0.4839948783610755,0.4839948783610755,1.0,2.066137566137566,0.24974383608132322,inf,0.9999999999999999,0.998975344325293,0.3261432269197584,0.49186727391021473,0.9997354350653942,-0.0002562295554436695
61,frozenset({'EA'}),frozenset({'TTWO'}),0.4801536491677337,0.5057618437900128,0.3700384122919334,0.7706666666666666,1.5237738396624472,0.1271950173863575,2.1551082392877343,0.6612235157754786,1.000457706447755,0.330188679245283,0.49649518069052506,1.0001159986213208,0.00011437599880726441
19,frozenset({'SONY'}),frozenset({'MSFT'}),0.4788732394366197,0.5172855313700384,0.3674775928297055,0.767379679144385,1.4834740827023878,0.11976339470884204,2.0751173708920185,0.6253884546567473,1.0014629076562118,0.3324786324786325,0.49913026656731097,1.000366729901164,0.00036532339009713474
50,frozenset({'ATVI'}),frozenset({'TTWO'}),0.47759282970550576,0.5057618437900128,0.36619718309859156,0.7667560321715818,1.5160416737367226,0.12464895296584538,2.11897508352098,0.6515751405457288,1.0005168365664332,0.3296137339055794,0.4958537579426582,1.0001313092533006,0.00012914118191708536
