Open,Adj Close,Volume,Company,Direction,,,Open,Adj Close,Volume,Company
14.95,14.832,3118000,1,0,,,1.505421175,8.456896367,0.662035568,1
15.4,15.38,2717000,1,0,,,1.742018079,9.004896367,0.414243467,1
15.422,15.462,1646500,1,0,,,1.753585039,9.086896367,-0.247256394,1
15.77,15.922,2005500,1,0,,,1.936553311,9.546896367,-0.02541758,1
16.282,16.32,3033500,1,0,,,2.205748011,9.944896367,0.609820026,1
16.296,16.25,3536500,1,0,,,2.213108804,9.874896367,0.920641539,1
16.219999,16.190001,1796500,1,0,,,2.17314969,9.814897367,-0.154566081,1
16.266001,16.274,1637500,1,0,,,2.197336203,9.898896367,-0.252817812,1
16.110001,15.9,1550000,1,0,,,2.115315943,9.524896367,-0.306887161,1
15.72,15.884,2596500,1,0,,,1.910264766,9.508896367,0.33978225,1
15.568,15.79,1986500,1,0,,,1.83034759,9.414896367,-0.037158353,1
15.952,15.762,3932500,1,0,,,2.032243615,9.386896367,1.165343963,1
15.206,15.424,3032000,1,0,,,1.640018525,9.048896367,0.608893123,1
15.374,15.478,2973000,1,0,,,1.728348036,9.102896367,0.572434933,1
15.178,15.08,2972000,1,0,,,1.62529694,8.704896367,0.571816998,1
14.74,14.578,3116500,1,0,,,1.395009286,8.202896367,0.661108665,1
14.234,14.024,3852000,1,0,,,1.128969212,7.648896367,1.115600163,1
14.5,14.366,3909000,1,0,,,1.26882427,7.990896367,1.150822481,1
13.81,13.718,5579500,1,0,,,0.906042351,7.342896367,2.183083591,1
13.72,13.82,3492000,1,0,,,0.85872297,7.444896367,0.893143413,1
13.8,13.698,3653000,1,0,,,0.900784642,7.322896367,0.992631015,1
13.816,13.878,3866000,1,0,,,0.909196976,7.502896367,1.124251258,1
13.852,13.84,2004000,1,0,,,0.928124728,7.464896367,-0.026344483,1
14.138,14.236,2547000,1,0,,,1.078495205,7.860896367,0.309194447,1
14.67,14.652,3274000,1,0,,,1.358205323,8.276896367,0.758433493,1
14.402,14.624,2190500,1,0,,,1.217298722,8.248896367,0.088900472,1
14.44,14.302,1827000,1,0,,,1.237278017,7.926896367,-0.135719051,1
14.234,14.416,2694500,1,0,,,1.128969212,8.040896367,0.400339921,1
14.688,14.612,1539000,1,0,,,1.367669199,8.236896367,-0.313684451,1
14.858,14.74,2207000,1,0,,,1.457050252,8.364896367,0.099096406,1
14.57,14.402,2527000,1,0,,,1.305628233,8.026896367,0.296835739,1
14.316,14.228,2678000,1,0,,,1.172082425,7.852896367,0.390143986,1
14.67,14.624,1737000,1,0,,,1.358205323,8.248896367,-0.191333239,1
14.6,14.56,1712000,1,0,,,1.32140136,8.184896367,-0.206781624,1
14.3,14.48,1211500,1,0,,,1.163670091,8.104896367,-0.516058299,1
14.136,14.16,2850000,1,0,,,1.077443663,7.784896367,0.496428877,1
14.208,14.364,1889000,1,0,,,1.115299168,7.988896367,-0.097407056,1
14.466,14.436,1039500,1,0,,,1.25094806,8.060896367,-0.62234319,1
14.614,14.572,1469000,1,0,,,1.328762153,8.196896367,-0.35693993,1
14.532,14.54,2093000,1,0,,,1.285648939,8.164896367,0.028651769,1
14.724,14.852,755500,1,0,,,1.386596952,8.476896367,-0.797836848,1
14.702,14.8,887000,1,0,,,1.375029992,8.424896367,-0.716578341,1
14.502,14.828,889000,1,0,,,1.269875812,8.452896367,-0.71534247,1
15,15.18,1827000,1,0,,,1.53170972,8.804896367,-0.135719051,1
15.058,15.016,1107000,1,0,,,1.562204432,8.640896367,-0.58063255,1
14.884,14.988,1183500,1,0,,,1.470720295,8.612896367,-0.53336049,1
14.95,14.97,1496500,1,0,,,1.505421175,8.594896367,-0.339946706,1
14.652,14.604,1951000,1,0,,,1.348741447,8.228896367,-0.05909506,1
14.698,14.476,2321500,1,0,,,1.372926908,8.100896367,0.169850011,1
14.45,14.612,989500,1,0,,,1.242535726,8.236896367,-0.653239961,1
14.46,14.438,1362000,1,0,,,1.247793435,8.062896367,-0.423059019,1
14.68,14.49,2999000,1,0,,,1.363463032,8.114896367,0.588501254,1
14.124,14.222,6111500,1,0,,,1.071134413,7.846896367,2.511825231,1
14.002,14.028,1470500,1,0,,,1.006990363,7.652896367,-0.356013027,1
14.176,14.278,942000,1,0,,,1.098474499,7.902896367,-0.682591893,1
