Date,NTDOY,SONY,MSFT,ATVI,EA,TTWO,NCBDY,CCOEY,TCEHY,SQNXF
2021-07-02,704500,735400,26458000,0,1224500,0,365800,365800,1847200,100
2021-07-05,0,0,0,0,0,0,343400,343400,0,0
2021-07-06,1499500,0,0,0,0,0,0,0,0,0
2021-07-07,0,0,23260000,0,0,0,840100,840100,0,0
2021-07-08,0,689600,24618600,0,0,0,0,0,4282700,700
2021-07-09,1133500,874700,23916700,3587000,1738700,0,0,0,2889200,300
2021-07-12,794500,1015500,0,0,0,0,801700,801700,0,0
2021-07-13,0,609300,26120100,0,0,1207200,410900,410900,0,0
2021-07-14,0,0,23113700,0,0,0,0,0,0,0
2021-07-15,0,0,0,0,0,0,0,0,3174400,0
2021-07-16,1159000,0,0,7411300,3419700,899800,782000,782000,0,1100
2021-07-19,0,0,0,0,0,0,640300,640300,0,0
2021-07-20,0,554000,26259700,6627000,0,0,0,0,2671900,0
2021-07-21,4378000,419500,24364300,0,0,903400,0,0,2493300,0
2021-07-22,0,0,23384100,5159500,1913200,606200,0,0,0,200
2021-07-23,3072000,485700,22768100,3889300,2269500,1253500,0,0,0,0
2021-07-26,0,0,23176100,0,1307000,0,0,0,0,0
2021-07-27,0,0,0,0,0,0,0,0,19200300,0
2021-07-28,2081000,860900,0,0,1353700,1153300,575800,575800,26054200,800
2021-07-29,0,817300,18168300,0,0,0,0,0,0,600
2021-07-30,0,628200,0,7055900,2825200,1940700,0,0,5876700,0
2021-08-02,0,0,0,0,0,0,667200,667200,4191500,0
2021-08-03,1878500,0,17879000,0,0,0,0,0,0,0
2021-08-04,0,0,16191300,0,2897400,0,573200,573200,6281400,500
2021-08-05,0,0,13900200,0,0,0,555500,555500,7475700,0
2021-08-06,0,0,16589300,9692100,0,2279900,1504500,1504500,0,400
2021-08-09,0,0,0,0,0,1145400,0,0,7100100,0
2021-08-10,0,0,0,7770000,2210400,0,0,0,0,0
2021-08-11,3232500,452100,0,13387700,1841300,0,0,0,0,0
2021-08-12,3637000,590400,14561300,7353200,1871500,1116400,0,0,0,0
2021-08-13,2257500,492400,18249000,0,0,0,0,0,0,1800
2021-08-16,4859500,788800,22507600,4320800,1789100,816000,0,0,0,0
2021-08-17,0,0,20075300,4780300,2340800,1311500,0,0,0,300
2021-08-18,0,0,0,0,0,0,404400,404400,9629400,0
2021-08-19,1858500,541400,29850500,5449700,1888400,767300,356100,356100,11676200,0
2021-08-20,2760500,419000,40817600,0,0,0,0,0,10451800,300
2021-08-23,2567500,542700,22830200,0,1895900,782400,416000,416000,7368200,300
2021-08-24,0,633600,0,0,0,0,510700,510700,13260200,200
2021-08-25,0,408300,0,0,0,0,465400,465400,0,0
2021-08-26,0,0,0,0,0,0,596800,596800,0,700
2021-08-27,0,403100,22605700,6000600,1144000,1524900,432200,432200,0,100
2021-08-30,1338500,0,16348100,0,2011300,0,0,0,7845800,200
2021-08-31,2424000,381300,0,9477900,3467600,1257500,671200,671200,7179900,500
2021-09-01,3558000,550000,0,0,1570100,0,769100,769100,8588600,0
2021-09-02,0,351400,0,0,0,0,534300,534300,0,26000
2021-09-03,0,695900,14747900,0,1192700,0,600300,600300,4724700,100
2021-09-06,0,0,0,0,0,0,1050300,1050300,0,0
2021-09-07,0,509900,0,0,0,0,0,0,6740800,0
2021-09-08,0,0,15046800,8227700,0,605600,0,0,0,100
2021-09-09,3337500,655100,0,0,0,0,0,0,9448200,0
2021-09-10,0,0,0,12098700,3664200,2895700,1060300,1060300,0,400
2021-09-13,0,0,0,0,0,0,526900,526900,0,200
2021-09-14,0,0,21853400,0,1318400,0,888000,888000,0,0
2021-09-15,0,438600,28356300,5526500,0,1080600,905800,905800,0,0
2021-09-16,0,407500,19550800,9376800,0,0,990500,990500,4761700,0
2021-09-17,0,0,0,11009600,0,2074700,1088300,1088300,0,0
2021-09-20,2430500,0,0,0,0,0,0,0,0,400
2021-09-21,0,0,0,0,0,0,0,0,4352300,0
2021-09-22,0,832400,26626300,0,4214400,0,0,0,5906700,400
2021-09-23,0,554200,18604600,9311100,2571600,0,0,0,3951000,200
2021-09-24,0,863700,14999000,7429800,2327300,1023800,1231000,1231000,0,0
2021-09-27,0,0,0,6517900,3326800,1048800,0,0,4828000,300
2021-09-28,0,0,0,11157200,4349800,1867100,0,0,0,400
2021-09-29,0,0,0,9700800,5656600,1429000,0,0,0,0
2021-09-30,0,0,0,0,5017700,1480300,0,0,3972200,700
2021-10-01,7871000,0,30086300,5861300,3196200,1868500,0,0,0,900
2021-10-04,0,0,0,0,0,0,0,0,0,500
2021-10-05,0,0,24993000,0,2682100,1712200,0,0,3800200,0
2021-10-06,1658000,709800,28002600,9477600,0,2267600,0,0,5788200,200
2021-10-07,1368000,0,0,8527400,3627300,1926900,693800,693800,10784800,0
2021-10-08,0,0,0,0,2163000,1824800,0,0,6036500,600
2021-10-11,0,767600,19298600,0,0,0,503800,503800,0,0
2021-10-12,0,0,0,0,0,652300,0,0,0,0
2021-10-13,0,374700,23416300,0,0,0,417900,417900,5323500,200
2021-10-14,0,549300,27262900,5471100,0,0,641900,641900,0,0
2021-10-15,0,576400,25384800,0,0,1057500,611700,611700,5533800,500
2021-10-18,3041500,659100,22729300,5417400,1755900,607400,666800,666800,5918400,0
2021-10-19,0,551800,0,4238500,1614400,0,651900,651900,5777100,0
2021-10-20,0,0,0,4537900,1763200,628700,642000,642000,0,0
2021-10-21,0,666300,16918100,5904300,1853600,1949000,0,0,4823900,89100
2021-10-22,1028000,465600,0,6960400,2495300,0,523700,523700,0,0
2021-10-25,1279000,719100,0,8345800,2155600,806300,572400,572400,4175200,12700
2021-10-26,0,0,0,0,0,0,609500,609500,0,0
2021-10-27,0,0,52588700,0,0,0,0,0,4820500,0
2021-10-28,1286000,864500,26297900,10842600,0,1628700,1921600,1921600,4767500,0
2021-10-29,1143000,0,34766000,0,0,0,517500,517500,0,0
2021-11-01,0,1130100,0,7569400,2068300,1518500,870800,870800,10868400,22400
2021-11-02,2390500,803100,26487100,0,0,1083200,889000,889000,0,100
2021-11-03,0,452500,21500100,43753600,3562300,1692000,0,0,5596600,800
2021-11-04,0,0,23992200,16203300,0,2941600,1201800,1201800,0,0
2021-11-05,2408000,0,0,0,0,0,708400,708400,0,0
2021-11-08,1513500,0,0,0,0,0,0,0,8536000,1400
2021-11-09,0,0,0,8812000,1796000,0,0,0,9963000,0
2021-11-10,0,0,0,0,0,0,0,0,8969500,700
2021-11-11,1463500,0,16849800,13235000,3109500,775000,0,0,8530100,2000
2021-11-12,1275000,458700,23831000,13923000,1613600,1116000,729000,729000,5979200,0
2021-11-15,0,0,0,11628200,0,0,641900,641900,0,1200
2021-11-16,3669000,513400,20886800,0,0,1441600,579000,579000,7662800,0
2021-11-17,1602000,0,19053400,0,0,0,0,0,0,600
2021-11-18,2088000,0,22463500,0,4120500,0,0,0,0,0
2021-11-19,0,0,21963400,0,0,0,483000,483000,3183300,100
2021-11-22,0,0,0,16583200,0,0,396600,396600,0,100
2021-11-23,0,0,30427600,0,3765400,1172300,0,0,0,800
2021-11-24,1315000,444000,21661300,0,0,0,0,0,6254900,0
2021-11-25,0,0,0,0,0,0,0,0,0,0
2021-11-26,0,0,0,0,0,1308100,0,0,4134200,100
2021-11-29,0,0,28563500,0,0,1153400,662700,662700,0,4200
2021-11-30,0,0,0,0,0,0,0,0,0,0
2021-12-01,0,0,0,0,0,0,652300,652300,0,200
2021-12-02,1998500,636700,0,8606200,3107200,1215200,948700,948700,0,0
2021-12-03,0,0,0,13287400,3371300,1344300,0,0,0,100
2021-12-06,3014500,411600,30032600,9409000,0,0,444600,444600,4911100,300
2021-12-07,0,623400,31021900,0,0,1067900,0,0,3396300,0
2021-12-08,1786000,351300,0,9785500,0,1082500,0,0,3354300,45500
2021-12-09,0,0,0,8520500,0,0,0,0,0,1100
2021-12-10,1507500,401800,38095700,0,0,0,0,0,3684800,200
2021-12-13,0,0,0,8652700,2292900,768800,560000,560000,0,0
2021-12-14,0,348500,0,8793500,2107800,676600,0,0,3086200,0
2021-12-15,1791000,819300,35381100,7387100,2471000,839800,0,0,0,200
2021-12-16,0,0,0,10074500,1694800,1106400,0,0,0,0
2021-12-17,0,0,47750300,16960300,0,2879300,0,0,0,900
2021-12-20,2500500,512600,0,8369400,2592100,1107200,0,0,0,0
2021-12-21,2595000,836500,24740600,11097700,2251400,869900,430200,430200,5353100,400
2021-12-22,1356500,666600,24831500,15089700,0,0,352200,352200,4464300,800
2021-12-23,1404000,514400,19617800,8721700,1594000,621300,0,0,5446600,0
2021-12-24,0,0,0,0,0,0,0,0,0,0
2021-12-27,2470500,548200,19947000,10640700,0,582500,0,0,0,200
2021-12-28,1528000,0,0,13806800,1230700,0,346100,346100,0,200
2021-12-29,798000,0,15042000,9051500,0,514900,0,0,0,300
2021-12-30,1750000,0,0,7509100,1177000,665000,0,0,4636900,0
2021-12-31,1247000,275000,0,0,0,0,0,0,0,600
2022-01-03,0,0,0,13208100,2033900,1335400,0,0,3388700,300
2022-01-04,0,708700,0,0,2110800,1242500,468900,468900,0,0
2022-01-05,0,0,0,0,0,0,485800,485800,0,500
2022-01-06,1696000,0,39646100,0,0,0,0,0,3958200,200
2022-01-07,1455000,0,0,21467900,2436000,941500,0,0,6232700,100
2022-01-10,2455500,0,44289500,0,0,0,0,0,5479500,0
2022-01-11,1047500,799200,29386800,10728600,1797200,7451600,0,0,4789900,0
2022-01-12,0,345600,0,0,1677700,4328300,498700,498700,6737300,0
2022-01-13,0,0,0,0,0,0,0,0,0,500
2022-01-14,1167000,444700,39846400,13495700,1633400,0,0,0,0,900
2022-01-17,0,0,0,0,0,0,0,0,0,0
2022-01-18,3610000,0,0,0,0,0,0,0,6745000,1500
2022-01-19,0,0,0,0,3820300,4733800,969700,969700,5555800,0
2022-01-20,0,0,0,0,3116900,0,585800,585800,0,1000
2022-01-21,0,0,0,0,3120000,2760000,861100,861100,0,1800
2022-01-24,0,1845900,85731500,0,0,2750700,0,0,7616400,900
2022-01-25,0,742400,0,0,0,0,0,0,6320300,300
2022-01-26,0,0,0,0,0,0,473700,473700,0,0
2022-01-27,3588500,0,0,0,1781500,0,0,0,0,0
2022-01-28,3951000,964900,49743700,11203800,2155000,3444700,606000,606000,6262200,0
2022-01-31,2925000,1878200,46444500,11649500,4471000,3401300,740000,740000,6697900,600
2022-02-01,1189500,1019100,0,0,0,0,716300,716300,5281300,500
2022-02-02,0,0,36636000,17386500,5723700,2078500,641800,641800,0,300
2022-02-03,3557500,0,0,0,3409200,1602400,533700,533700,7105200,100
2022-02-04,972000,815200,35096500,13259100,2397200,5633200,782100,782100,4810800,600
2022-02-07,0,663300,0,0,0,3472500,0,0,6642400,200
2022-02-08,0,600000,32421200,9106200,0,3850900,0,0,5175900,0
2022-02-09,1201000,969400,31284700,11355900,1955800,0,1637700,1637700,6214400,0
2022-02-10,0,530900,0,9061300,1718600,1534500,890400,890400,5068000,0
2022-02-11,2506000,0,0,6971000,0,0,0,0,0,200
2022-02-14,0,797500,36359500,7059100,0,0,863000,863000,0,0
2022-02-15,2971500,633100,27058300,0,1739100,1813400,0,0,4995000,0
2022-02-16,0,517600,29982100,6487300,0,0,711900,711900,6189000,100
2022-02-17,0,0,0,0,0,0,0,0,0,0
2022-02-18,1261500,0,0,7753700,0,0,807300,807300,0,0
2022-02-21,0,0,0,0,0,0,385600,385600,0,0
2022-02-22,0,990000,41736100,10983600,0,1480900,572500,572500,0,0
2022-02-23,0,0,0,0,0,0,0,0,0,0
2022-02-24,1925500,1086800,56989700,10386900,2083600,1678300,1752100,1752100,3429300,200
2022-02-25,1568500,636400,32546700,5700500,2058600,1557900,1134500,1134500,3425000,0
2022-02-28,2182500,709300,34627500,10268500,3489100,0,0,0,0,0
2022-03-01,0,0,0,0,0,0,1211000,1211000,3282200,0
2022-03-02,1267000,488600,31873000,8034500,1641800,1561300,0,0,3849700,0
2022-03-03,0,0,0,0,0,0,0,0,0,1700
2022-03-04,0,0,0,7528200,0,0,0,0,0,47000
2022-03-07,0,0,0,0,0,2015500,884300,884300,0,700
2022-03-08,1649000,941300,0,7519800,0,0,0,0,0,2500
2022-03-09,0,873700,35204500,0,2139500,1322200,0,0,2188200,0
2022-03-10,647500,817000,30628000,6981400,0,1828400,0,0,0,0
2022-03-11,0,0,0,0,0,0,0,0,0,3000
2022-03-14,0,0,0,0,0,0,0,0,0,100
2022-03-15,1885500,826200,34245100,7352800,1815900,3258800,490600,490600,11952700,0
2022-03-16,1538000,860900,37826300,0,1627800,2097300,757500,757500,10796100,300
2022-03-17,0,462800,30816600,0,1297300,1534800,0,0,0,200
2022-03-18,1569000,465600,43390600,16205000,2653400,1889400,1381100,1381100,7336100,0
2022-03-21,1331000,0,28351200,7753600,1222100,1335400,0,0,0,0
2022-03-22,645500,573800,27599700,6444500,1710000,1485600,1079200,1079200,4281100,100
2022-03-23,1453500,0,0,0,0,0,741600,741600,11072000,200
2022-03-24,879500,550600,24484500,3717400,2273400,1038200,643600,643600,0,0
2022-03-25,0,779300,0,0,1315600,1589000,834400,834400,0,0
2022-03-28,2193500,709900,29578200,4970300,1066000,1376000,595100,595100,5205200,0
2022-03-29,0,0,30393400,5527000,0,1395700,686500,686500,5332200,0
2022-03-30,5020000,0,28163600,0,0,0,0,0,0,0
2022-03-31,0,0,0,0,0,0,0,0,0,0
2022-04-01,1420000,0,27110500,3759300,0,0,647900,647900,0,0
2022-04-04,1013000,746500,24289600,0,1522600,1268000,320000,320000,3843700,0
2022-04-05,0,0,0,0,0,0,0,0,0,100
2022-04-06,1187500,0,0,4879400,0,0,614500,614500,0,200
2022-04-07,0,0,31411200,0,0,0,547400,547400,0,200
2022-04-08,0,599100,0,3146600,1282400,0,0,0,3005400,300
2022-04-11,0,0,0,0,0,1298100,489300,489300,0,0
2022-04-12,0,0,0,0,2581800,0,0,0,0,0
2022-04-13,1173500,818800,21907200,0,0,1541800,523200,523200,2485900,0
2022-04-14,0,0,0,0,0,0,513400,513400,0,0
2022-04-15,0,0,0,0,0,0,355900,355900,0,0
2022-04-18,0,841900,20778000,6200600,0,0,365300,365300,2273500,100
2022-04-19,1215000,1074800,22297700,3455300,1547300,2485900,0,0,3828400,200
2022-04-20,0,0,0,0,0,0,0,0,0,0
2022-04-21,0,0,0,0,2442400,0,625000,625000,0,0
2022-04-22,0,0,0,0,4237300,3813700,0,0,0,300
2022-04-25,1125000,1100200,35678900,0,2718400,0,536700,536700,4554300,0
2022-04-26,0,0,0,0,0,0,0,0,0,100
2022-04-27,0,1091000,63477700,0,0,0,679300,679300,3816300,100
2022-04-28,0,736000,33646600,8164800,1663000,2609700,655700,655700,3084500,100
2022-04-29,0,0,0,0,0,0,0,0,0,100
2022-05-02,2965500,622900,35151100,14708200,2932200,1456800,0,0,4237100,700
2022-05-03,1510000,541300,0,10984100,2319200,1432300,0,0,4263700,0
2022-05-04,1295000,446600,33599300,8101500,1865200,1540200,0,0,6898400,0
2022-05-05,0,0,0,0,0,0,0,0,0,0
2022-05-06,2323500,0,0,0,0,0,697500,697500,0,0
2022-05-09,2535000,0,0,0,0,0,0,0,0,300
2022-05-10,0,0,0,0,0,0,0,0,0,0
2022-05-11,0,0,0,6490000,7986700,3931800,713500,713500,0,0
2022-05-12,1671500,1698500,0,5109200,4545000,2926700,0,0,4041900,0
2022-05-13,1243500,884400,34925100,4681300,3682500,3222700,845800,845800,2269100,0
2022-05-16,1340000,546100,32550900,3481700,2901900,4691200,677700,677700,2126200,0
2022-05-17,1844500,562300,28828800,4087200,3920200,8128000,476300,476300,0,0
2022-05-18,0,0,0,0,4177100,4142700,478400,478400,0,700
2022-05-19,2281500,778500,0,0,3542800,0,483700,483700,5243100,300
2022-05-20,0,806100,0,0,0,0,498900,498900,0,0
2022-05-23,1604000,687200,33175400,0,0,7573700,580600,580600,0,0
2022-05-24,3346000,647500,29043900,0,4920100,5057200,1016300,1016300,0,0
2022-05-25,1160500,827900,28547900,3468900,2717200,3580600,0,0,3782000,300
2022-05-26,832500,564100,25002100,4489300,1685600,3394600,981400,981400,3740400,0
2022-05-27,901000,649400,26910800,0,0,3540000,0,0,2118100,500
2022-05-30,0,0,0,0,0,0,652300,652300,0,0
2022-05-31,0,877400,0,11771200,2880300,0,0,0,0,600
2022-06-01,0,0,0,0,2134500,0,0,0,0,0
2022-06-02,2180000,644300,44008200,3409600,2868100,2453300,528100,528100,2389800,0
2022-06-03,1653000,0,0,2639700,2924200,1688300,0,0,0,0
2022-06-06,1456500,0,0,0,0,0,394300,394300,0,0
2022-06-07,1702500,441700,22860700,2192400,1847200,2697500,381400,381400,2281000,5600
2022-06-08,910500,498300,0,0,0,0,0,0,6693500,0
2022-06-09,0,0,0,0,0,0,614700,614700,0,0
2022-06-10,0,0,0,0,0,2465400,0,0,0,0
2022-06-13,0,0,0,0,0,0,483300,483300,0,1200
2022-06-14,0,0,28651500,0,0,0,0,0,3266800,100
2022-06-15,1305000,633600,33111700,5679500,2210100,2361100,0,0,2875400,0
2022-06-16,1297000,0,0,0,2329600,2072500,0,0,0,0
2022-06-17,0,828700,43084800,9405700,3726000,3398400,1014300,1014300,0,2500
2022-06-20,0,0,0,0,0,0,0,0,0,0
2022-06-21,0,0,29928300,6810500,2222900,2854900,0,0,0,0
2022-06-22,1089000,580100,25939900,4180300,0,1524400,0,0,3540600,0
2022-06-23,1358000,0,25861400,3614000,0,1656400,0,0,2349200,0
2022-06-24,0,909900,33923200,6541300,6940500,4585800,540800,540800,3029300,0
2022-06-27,0,0,0,5836600,0,0,0,0,0,4000
2022-06-28,0,0,0,0,0,0,635700,635700,0,200
2022-06-29,0,0,20069800,4533300,0,0,850500,850500,3858000,0
2022-06-30,1001500,681600,0,4205000,0,0,0,0,3544100,0
2022-07-01,0,559700,22837700,4210600,1185900,1003500,660100,660100,0,0
2022-07-04,0,0,0,0,0,0,369900,369900,0,0
2022-07-05,893000,789600,22941000,5144400,1773100,1783500,597000,597000,4468500,0
2022-07-06,0,0,23824400,0,0,0,624800,624800,0,0
2022-07-07,1843500,650600,20859900,4356500,1770100,1463400,601900,601900,3151400,0
2022-07-08,663500,521400,19658800,0,1386000,0,0,0,0,0
2022-07-11,0,0,0,0,0,0,0,0,0,1200
2022-07-12,479000,415700,0,0,0,0,0,0,1793400,200
2022-07-13,832500,500600,29497400,0,1726000,1550400,394000,394000,3934700,0
2022-07-14,0,501000,25102800,3252200,1315300,2260900,456700,456700,0,500
2022-07-15,2085000,461500,29774100,5725300,1244600,1089100,491700,491700,1968000,0
2022-07-18,1775500,0,0,0,0,0,0,0,0,0
2022-07-19,0,544900,25012600,5736900,1854800,1483500,0,0,2865600,100
2022-07-20,1006000,0,22788300,4270400,1365100,1409500,683200,683200,0,0
2022-07-21,0,366600,22404700,3479900,2306100,1303600,724300,724300,2060900,0
2022-07-22,0,0,0,0,1486200,0,555600,555600,0,100
2022-07-25,0,0,0,5055500,0,1170600,333900,333900,1896200,0
2022-07-26,0,0,0,0,1571300,1564100,0,0,0,0
2022-07-27,478000,509400,45994000,5012700,1697900,2203100,0,0,2885400,100
2022-07-28,0,539200,33459300,0,1441700,0,471700,471700,0,0
2022-07-29,888500,1707200,32152800,3859700,0,1885600,597000,597000,0,400
2022-08-01,611000,1683500,21539600,3215100,1652600,0,0,0,0,100
2022-08-02,0,0,0,0,0,1488200,0,0,17385400,0
2022-08-03,0,1524000,23518900,6732300,2210800,1671600,0,0,14432900,0
2022-08-04,974000,0,18098700,3666200,0,0,0,0,0,400
2022-08-05,0,816400,16774600,2385000,1178600,2121100,1158500,1158500,0,0
2022-08-08,0,0,0,7409800,0,0,0,0,0,0
2022-08-09,799000,0,23405200,0,0,0,620500,620500,0,0
2022-08-10,892500,611100,24687800,0,1640500,3167000,0,0,2628200,0
2022-08-11,829000,0,0,0,0,0,0,0,3367000,200
2022-08-12,972000,386600,22619700,5823000,1000300,1842600,0,0,5965400,100
2022-08-15,0,343000,18085700,4121300,1133100,2157400,642300,642300,3508100,100
2022-08-16,0,0,18102900,5647400,2037000,3772600,973500,973500,3868300,0
2022-08-17,0,642100,18253400,0,0,0,1495100,1495100,15760800,0
2022-08-18,1823000,352900,0,0,0,0,780300,780300,3028600,100
2022-08-19,0,0,0,0,0,0,0,0,0,0
2022-08-22,0,0,0,0,0,0,0,0,0,0
2022-08-23,0,0,17527400,0,0,0,0,0,2896200,0
2022-08-24,0,425400,18137000,0,0,0,0,0,4805300,0
2022-08-25,0,567400,16583400,0,878500,1004800,339500,339500,5450100,0
2022-08-26,2527500,0,0,0,0,0,404100,404100,0,1100
2022-08-29,0,563800,0,3656800,0,0,0,0,0,200
2022-08-30,0,0,0,0,0,0,376900,376900,0,0
2022-08-31,0,0,0,0,0,0,553300,553300,0,1400
2022-09-01,0,0,23263400,4867400,1497700,0,0,0,0,2000
2022-09-02,0,0,0,0,0,0,0,0,0,100
2022-09-05,0,0,0,0,0,0,437600,437600,0,0
2022-09-06,0,0,0,0,2205700,1541800,0,0,0,0
2022-09-07,3389500,843800,24126700,3830200,2355300,1073900,0,0,3022300,0
2022-09-08,0,0,20319900,0,1719100,1434200,1003200,1003200,3248000,0
2022-09-09,0,510600,22084700,5829500,1651400,2058700,1007200,1007200,0,300
2022-09-12,2204000,505700,18747700,0,1707800,1706600,0,0,2034200,1700
2022-09-13,0,0,0,0,0,1363900,0,0,0,0
2022-09-14,1847000,0,0,0,0,1906900,799400,799400,0,0
2022-09-15,1219500,0,0,5475800,0,1412900,0,0,0,0
2022-09-16,769000,645700,39791800,0,0,0,819300,819300,0,100
2022-09-19,989000,588700,26826900,5836500,1722300,3071500,0,0,3181500,0
2022-09-20,0,0,26660300,0,0,0,0,0,0,0
2022-09-21,966000,0,0,5319800,0,0,0,0,0,0
2022-09-22,0,0,31061200,8426000,1385400,0,556400,556400,0,0
2022-09-23,0,0,0,0,0,0,0,0,2081600,0
2022-09-26,0,0,27694200,0,0,0,0,0,2703700,0
2022-09-27,2430500,0,0,6325200,0,0,639600,639600,0,0
2022-09-28,1207000,1546500,29029700,7529300,2091900,1908700,0,0,2424800,0
2022-09-29,0,0,0,0,0,0,836200,836200,0,0
2022-09-30,2238500,0,0,0,0,0,0,0,2244300,0
2022-10-03,2915500,1746300,28880400,0,2602000,1735000,705600,705600,2339100,300
2022-10-04,1336500,1144500,34888400,9470300,2039000,1606500,747700,747700,3995900,300
2022-10-05,1939400,635000,20347100,0,0,1316000,0,0,1896300,300
2022-10-06,0,0,0,0,1558300,2837600,447900,447900,0,300
2022-10-07,0,0,0,0,0,1507200,0,0,0,0
2022-10-10,0,0,0,4283000,0,0,0,0,0,0
2022-10-11,0,0,0,0,0,0,742300,742300,0,0
2022-10-12,915300,0,21903900,0,0,0,441000,441000,0,100
2022-10-13,1520300,948400,42551800,6169100,1624700,1910900,0,0,4376000,100
2022-10-14,0,0,0,0,0,0,849400,849400,0,100
2022-10-17,1150700,897500,28142300,0,0,0,465200,465200,3684500,100
2022-10-18,0,0,0,5305700,1513600,1087700,601000,601000,0,0
2022-10-19,0,0,0,4602600,1347700,1273600,532000,532000,0,0
2022-10-20,587900,512400,21811000,5179000,0,1435900,484600,484600,4584400,0
2022-10-21,570000,1009300,26299700,0,1605700,1005500,0,0,3293200,0
2022-10-24,0,926700,24911200,0,1344500,0,0,0,0,0
2022-10-25,1240600,837600,34775500,0,1634500,1309100,0,0,0,0
2022-10-26,610900,718300,82543200,0,0,0,0,0,7229500,0
2022-10-27,0,0,0,4538200,2233800,0,0,0,0,0
2022-10-28,984500,731700,40647700,7212400,0,1388200,1107900,1107900,5048700,100
2022-10-31,891600,1005900,0,0,0,0,640300,640300,0,200
2022-11-01,0,3487100,0,5806700,0,0,476600,476600,0,200
2022-11-02,638600,0,0,0,4902200,0,0,0,0,0
2022-11-03,0,1256200,0,0,0,0,0,0,3816000,0
2022-11-04,838000,1397600,36789100,0,2231500,0,0,0,5699800,100
2022-11-07,0,1856900,33498000,0,2714600,0,635100,635100,0,500
2022-11-08,0,1596600,28192500,8805000,0,19320500,545600,545600,2784100,0
2022-11-09,0,0,0,0,0,3967800,0,0,0,200
2022-11-10,3054600,1401900,46268000,9191700,2564900,3100500,0,0,4266700,0
2022-11-11,949000,1136400,34620200,4453900,2057800,4107000,0,0,4283700,500
2022-11-14,3173900,0,0,0,0,0,0,0,0,200
2022-11-15,0,0,0,0,0,0,0,0,8100900,0
2022-11-16,400600,0,0,5514500,1464600,2506000,953600,953600,0,100
2022-11-17,1008900,608600,23123500,7084200,1437900,1710900,0,0,6033300,0
2022-11-18,0,0,0,0,1648500,0,815100,815100,0,0
2022-11-21,941000,0,26394700,6223600,0,0,0,0,0,0
2022-11-22,703900,625200,19665700,5302700,1509400,1714200,654500,654500,1810200,100
2022-11-23,869700,659600,19508500,3936100,1574800,1170700,0,0,2958300,0
2022-11-24,0,0,0,0,0,0,634400,634400,0,0
2022-11-25,352800,416900,9200800,0,0,939700,0,0,0,100
2022-11-28,0,0,0,10881600,0,0,803100,803100,4029300,200
2022-11-29,830500,750500,0,6277600,0,0,0,0,3301700,0
2022-11-30,663700,937800,47594200,9736700,2809700,4514100,1588600,1588600,5791300,0
2022-12-01,795200,827800,26041500,7389900,0,1586900,0,0,0,0
2022-12-02,788600,706200,21528500,6146900,1233200,1857800,0,0,5648700,0
2022-12-05,0,0,0,0,0,0,835100,835100,0,0
2022-12-06,868800,0,0,0,0,0,0,0,0,0
2022-12-07,913900,0,0,0,0,0,0,0,2112300,0
2022-12-08,966600,1035000,22611800,0,0,1558500,0,0,2587500,0
2022-12-09,0,1016000,20609700,8249900,0,1656600,1002200,1002200,0,0
2022-12-12,0,894000,30665100,11321200,0,1770500,614200,614200,0,0
2022-12-13,0,0,0,0,0,0,0,0,0,0
2022-12-14,0,0,35410900,4889600,0,1675100,1069000,1069000,2049700,100
2022-12-15,0,0,0,0,0,0,0,0,0,0
2022-12-16,2901100,618600,0,8680400,4312600,0,0,0,0,200
2022-12-19,0,0,0,0,0,0,0,0,0,0
2022-12-20,1084400,785800,25150800,3189500,0,2379000,0,0,1948300,0
2022-12-21,0,0,23690600,0,1615100,1657000,724300,724300,2408400,1000
2022-12-22,0,0,0,3139900,0,1856500,0,0,0,100
2022-12-23,801500,617900,21207000,2069300,844700,1154000,337500,337500,0,700
2022-12-26,0,0,0,0,0,0,295300,295300,0,0
2022-12-27,0,0,0,0,0,1225100,0,0,4433500,100
2022-12-28,0,0,0,3049900,0,1928800,0,0,0,200
2022-12-29,684300,574500,19770700,3150100,1222800,1526400,541200,541200,4546700,0
2022-12-30,862900,413500,21938500,2710400,1164400,1749700,0,0,1505500,100
