Date,Open,Close,Volume,Company
2020-08-28,83.949997,83.209999,4646700,ATVI
2020-08-31,82.809998,83.519997,6269500,ATVI
2020-09-01,83.839996,83.330002,5927400,ATVI
2020-09-02,83.580002,83.449997,7125100,ATVI
2020-09-03,82.959999,80.309998,7988400,ATVI
2020-09-04,79.099998,79.010002,8947300,ATVI
2020-09-08,76.580002,76.18,11025000,ATVI
2020-09-09,77.849998,79.589996,6984700,ATVI
2020-09-10,80.290001,79.089996,8458000,ATVI
2020-09-11,79.830002,77.970001,6024500,ATVI
2020-09-14,79.040001,79.120003,6221600,ATVI
2020-09-15,80,81.75,6500800,ATVI
2020-09-16,81.68,79.989998,4996100,ATVI
2020-09-17,78.059998,78.769997,7609500,ATVI
2020-09-18,79.330002,80.089996,9409400,ATVI
2020-09-21,79.639999,81.410004,6293200,ATVI
2020-09-22,82.309998,82.650002,6237500,ATVI
2020-09-23,82.529999,80.129997,5849100,ATVI
2020-09-24,79.279999,79.690002,5023700,ATVI
2020-09-25,79.879997,80.980003,4954300,ATVI
2020-09-28,81.629997,81.949997,3838100,ATVI
2020-09-29,81.830002,80.779999,4828500,ATVI
2020-09-30,80.610001,80.949997,7455000,ATVI
2020-10-01,81.720001,82.68,6035900,ATVI
2020-10-02,81.989998,78.300003,8789500,ATVI
2020-10-05,79.360001,79.989998,5561100,ATVI
2020-10-06,79.769997,78.300003,4887000,ATVI
2020-10-07,78.68,78.470001,5421300,ATVI
2020-10-08,78.699997,77.800003,5492100,ATVI
2020-10-09,78.190002,78.209999,5433200,ATVI
2020-10-12,79.279999,81.059998,6724600,ATVI
2020-10-13,81.440002,81.980003,5270300,ATVI
2020-10-14,82.510002,81.900002,5515900,ATVI
2020-10-15,81.019997,80.349998,3863800,ATVI
2020-10-16,80.949997,80.620003,4683700,ATVI
2020-10-19,82.279999,80.080002,4463100,ATVI
2020-10-20,80.5,80.139999,3364600,ATVI
2020-10-21,80.989998,81.940002,5305100,ATVI
2020-10-22,82.209999,80.769997,4341200,ATVI
2020-10-23,81,81.040001,4303400,ATVI
2020-10-26,80.75,80.489998,4235500,ATVI
2020-10-27,81,80.959999,5469700,ATVI
2020-10-28,80.18,79.010002,5910400,ATVI
2020-10-29,78.959999,77.769997,9877200,ATVI
2020-10-30,77.449997,75.730003,11977700,ATVI
2020-11-02,76.550003,76.400002,7306600,ATVI
2020-11-03,76.580002,76.260002,6820400,ATVI
2020-11-04,78.93,79.370003,8632900,ATVI
2020-11-05,80.739998,80.139999,6581700,ATVI
2020-11-06,79.870003,78.809998,7576500,ATVI
2020-11-09,75,75.410004,13716600,ATVI
2020-11-10,74.800003,75.120003,8658900,ATVI
2020-11-11,76.349998,76.550003,5511000,ATVI
2020-11-12,77.120003,76.709999,4881200,ATVI
2020-11-13,77.5,77.550003,5594600,ATVI
2020-11-16,76.720001,77.440002,7877000,ATVI
2020-11-17,77.519997,77.110001,6210300,ATVI
2020-11-18,76.949997,75.5,9287200,ATVI
2020-11-19,73.959999,75.93,8750700,ATVI
2020-11-20,75.699997,76.809998,6730400,ATVI
2020-11-23,76.919998,75.919998,6952000,ATVI
2020-11-24,75.93,75.230003,7252300,ATVI
2020-11-25,75.93,76.510002,4822900,ATVI
2020-11-27,77.699997,78.139999,3382500,ATVI
2020-11-30,78.32,79.480003,15235000,ATVI
2020-12-01,79.940002,79.93,5794200,ATVI
2020-12-02,79.720001,79.150002,4780600,ATVI
2020-12-03,79.309998,78.790001,4860000,ATVI
2020-12-04,78.720001,80.879997,6414300,ATVI
2020-12-07,81.400002,82.269997,6730800,ATVI
2020-12-08,82.480003,83.629997,6740000,ATVI
2020-12-09,83.5,82.580002,11116600,ATVI
2020-12-10,82.279999,83.110001,8503300,ATVI
2020-12-11,83.129997,83.68,5864200,ATVI
2020-12-14,84.269997,85.940002,7506200,ATVI
2020-12-15,86.25,86.919998,5925700,ATVI
2020-12-16,87.260002,88.220001,6969300,ATVI
2020-12-17,88.870003,88.459999,6796900,ATVI
2020-12-18,89.040001,90.370003,14075300,ATVI
2020-12-21,89.480003,88.809998,7304000,ATVI
2020-12-22,89.440002,89.419998,5084000,ATVI
2020-12-23,89.949997,90.209999,4728300,ATVI
2020-12-24,90.300003,90.959999,2269100,ATVI
2020-12-28,91.760002,91.43,4378300,ATVI
2020-12-29,91.629997,91.370003,3741400,ATVI
2020-12-30,91.75,91.580002,2689600,ATVI
2020-12-31,91.739998,92.849998,4311000,ATVI
2021-01-04,92.699997,89.900002,7423100,ATVI
2021-01-05,90.32,90.690002,4544100,ATVI
2021-01-06,89.059998,88,7422100,ATVI
2021-01-07,88.860001,89.669998,6142200,ATVI
2021-01-08,90.07,91.300003,4408800,ATVI
2021-01-11,91.300003,90.910004,6685900,ATVI
2021-01-12,91,89.25,5401100,ATVI
2021-01-13,89.639999,89.769997,4223700,ATVI
2021-01-14,90.160004,89.989998,5466000,ATVI
2021-01-15,89.989998,90.690002,8461400,ATVI
2021-01-19,90.919998,93.150002,5711900,ATVI
2021-01-20,93.959999,95.120003,5703200,ATVI
2021-01-21,95.470001,94.599998,4488800,ATVI
2021-01-22,94.68,94.43,3755100,ATVI
2021-01-25,95.529999,93.400002,5373500,ATVI
2021-01-26,93.349998,92.379997,6424300,ATVI
2021-01-27,91,88.669998,12152900,ATVI
2021-01-28,89.57,90.269997,6685600,ATVI
2021-01-29,90,91,7025500,ATVI
2021-02-01,91.480003,91.419998,4271100,ATVI
2021-02-02,92.040001,93.980003,5782600,ATVI
2021-02-03,93.889999,92.769997,6666800,ATVI
2021-02-04,93.349998,92.68,8296500,ATVI
2021-02-05,100.660004,101.610001,17047800,ATVI
2021-02-08,102.050003,101.190002,5969800,ATVI
2021-02-09,101.949997,102.730003,5298900,ATVI
2021-02-10,103.040001,102.760002,4744600,ATVI
2021-02-11,103.5,103.239998,3306500,ATVI
2021-02-12,102.779999,103.809998,3023500,ATVI
2021-02-16,103.82,102.959999,3773000,ATVI
2021-02-17,102.580002,102.349998,3742100,ATVI
2021-02-18,101.830002,102.25,5087800,ATVI
2021-02-19,102.949997,100.800003,4369500,ATVI
2021-02-22,99.82,96.580002,6152800,ATVI
2021-02-23,95.07,96.419998,6238400,ATVI
2021-02-24,95.449997,95.690002,5925500,ATVI
2021-02-25,95.32,95.099998,5414200,ATVI
2021-02-26,96,95.610001,6388200,ATVI
2021-03-01,97.089996,98.720001,5135600,ATVI
2021-03-02,98.910004,96.75,3985000,ATVI
2021-03-03,96.290001,93.709999,5283200,ATVI
2021-03-04,93.080002,91.540001,5777200,ATVI
2021-03-05,92.199997,92.580002,8348600,ATVI
2021-03-08,91.75,89.209999,6742600,ATVI
2021-03-09,91.599998,92.5,6325600,ATVI
2021-03-10,93.260002,91.309998,4283300,ATVI
2021-03-11,92.970001,92.940002,4464900,ATVI
2021-03-12,91.889999,93.040001,3280400,ATVI
2021-03-15,92.870003,92.580002,3146200,ATVI
2021-03-16,93.559998,93.279999,4552800,ATVI
2021-03-17,92.400002,92.440002,4644900,ATVI
2021-03-18,90.739998,89.580002,6691500,ATVI
2021-03-19,89.690002,90.489998,13501000,ATVI
2021-03-22,90.629997,91.870003,4290000,ATVI
2021-03-23,92.589996,91.379997,4426200,ATVI
2021-03-24,91.550003,90.510002,4800200,ATVI
2021-03-25,90.410004,90.849998,5016700,ATVI
2021-03-26,91.239998,92.400002,6161300,ATVI
2021-03-29,92.25,94.019997,8660800,ATVI
2021-03-30,92.440002,92.660004,6147900,ATVI
2021-03-31,92.849998,93,6522700,ATVI
2021-04-01,93.940002,95.540001,6085500,ATVI
2021-04-05,96.010002,97.870003,5251600,ATVI
2021-04-06,98.190002,97.32,8070000,ATVI
2021-04-07,96.459999,96.839996,4469200,ATVI
2021-04-08,97.809998,96.459999,3590000,ATVI
2021-04-09,96.07,95.779999,4301000,ATVI
2021-04-12,95.099998,96.139999,4719900,ATVI
2021-04-13,97,97.540001,5710800,ATVI
2021-04-14,97.099998,96.690002,4066500,ATVI
2021-04-15,97.050003,97.779999,7324200,ATVI
2021-04-16,98.099998,96.480003,7126500,ATVI
2021-04-19,96.93,96,4797100,ATVI
2021-04-20,96.269997,94.470001,4499000,ATVI
2021-04-21,93.480003,93.18,8000200,ATVI
2021-04-22,93.300003,93.699997,5742700,ATVI
2021-04-23,93.699997,93.019997,4029900,ATVI
2021-04-26,92.620003,94.239998,5055900,ATVI
2021-04-27,94.510002,91.599998,8922200,ATVI
2021-04-28,92.290001,91.25,6692800,ATVI
2021-04-29,91.669998,92.089996,4796400,ATVI
2021-04-30,91.360001,91.190002,6614300,ATVI
2021-05-03,91.699997,91.150002,6641800,ATVI
2021-05-04,90.839996,88.690002,15147500,ATVI
2021-05-05,93.599998,90.080002,13079100,ATVI
2021-05-06,90,93.029999,8024600,ATVI
2021-05-07,93.43,94.800003,6511800,ATVI
2021-05-10,95.059998,93.169998,6067500,ATVI
2021-05-11,93.660004,95.339996,6530700,ATVI
2021-05-12,94.279999,92.660004,6176200,ATVI
2021-05-13,93.470001,93.419998,4741200,ATVI
2021-05-14,94.400002,93.349998,3656400,ATVI
2021-05-17,92.68,92.300003,5175800,ATVI
2021-05-18,92.550003,93.660004,6263000,ATVI
2021-05-19,92.269997,94.260002,4213900,ATVI
2021-05-20,94.639999,96.57,6742700,ATVI
2021-05-21,96.970001,95.370003,5431700,ATVI
2021-05-24,95.93,96.5,3196800,ATVI
2021-05-25,96.870003,96.57,3284400,ATVI
2021-05-26,97.120003,97.300003,3880500,ATVI
2021-05-27,97,97.25,7742700,ATVI
2021-05-28,97.440002,97.25,3092400,ATVI
2021-06-01,97.260002,96.449997,3502500,ATVI
2021-06-02,96.330002,95.389999,3277900,ATVI
2021-06-03,94.5,94.980003,3805100,ATVI
2021-06-04,95.139999,96.839996,2990800,ATVI
2021-06-07,96.889999,97.120003,2655200,ATVI
2021-06-08,97.449997,96.800003,2596900,ATVI
2021-06-09,97.349998,96.529999,3608600,ATVI
2021-06-10,96.279999,97.690002,4409500,ATVI
2021-06-11,97.800003,98.150002,4112700,ATVI
2021-06-14,98.389999,99.18,5834400,ATVI
2021-06-15,98.860001,95.970001,6154000,ATVI
2021-06-16,95.75,94.059998,7440900,ATVI
2021-06-17,93.629997,93.190002,5088100,ATVI
2021-06-18,93.120003,91.489998,8509900,ATVI
2021-06-21,91.879997,91.82,4659600,ATVI
2021-06-22,91.949997,91.879997,4654100,ATVI
2021-06-23,91.870003,90.790001,6446800,ATVI
2021-06-24,91.860001,92.510002,5640100,ATVI
2021-06-25,92.639999,92.260002,8943300,ATVI
2021-06-28,92.790001,95.400002,7032900,ATVI
2021-06-29,95.419998,95.610001,4160300,ATVI
2021-06-30,95.720001,95.440002,4372600,ATVI
2021-07-01,95.07,93.900002,5055100,ATVI
2021-07-02,94.75,94.269997,3101400,ATVI
2021-07-06,94.470001,94.400002,3833300,ATVI
2021-07-07,95.260002,93.309998,3444200,ATVI
2021-07-08,92.400002,92.18,6128600,ATVI
2021-07-09,91.879997,92.379997,3587000,ATVI
2021-07-12,93.330002,92.910004,4054700,ATVI
2021-07-13,93.5,93.25,5476700,ATVI
2021-07-14,93.540001,92.32,4959100,ATVI
2021-07-15,92.370003,90.68,8746100,ATVI
2021-07-16,90.870003,91.800003,7411300,ATVI
2021-07-19,91.75,90.300003,7741500,ATVI
2021-07-20,90.620003,91.510002,6627000,ATVI
2021-07-21,91.779999,91.169998,5725700,ATVI
2021-07-22,90.389999,90.470001,5159500,ATVI
2021-07-23,90.660004,91.5,3889300,ATVI
2021-07-26,91.029999,90.139999,4587400,ATVI
2021-07-27,89.940002,84.050003,23141100,ATVI
2021-07-28,84.889999,84.82,13160400,ATVI
2021-07-29,84.870003,83.57,10839500,ATVI
2021-07-30,83.150002,83.620003,7055900,ATVI
2021-08-02,84.029999,82.760002,6225000,ATVI
2021-08-03,80.989998,79.830002,17329600,ATVI
2021-08-04,83.510002,81.519997,19758100,ATVI
2021-08-05,81.559998,80.32,9871300,ATVI
2021-08-06,79.900002,82.43,9692100,ATVI
2021-08-09,81.860001,81.410004,6082900,ATVI
2021-08-10,81.760002,82.989998,7770000,ATVI
2021-08-11,83.510002,85,13387700,ATVI
2021-08-12,85.110001,85.169998,7353200,ATVI
2021-08-13,86.300003,83.849998,5369200,ATVI
2021-08-16,83.5,83.849998,4320800,ATVI
2021-08-17,83.050003,83.370003,4780300,ATVI
2021-08-18,83.599998,82.830002,4559800,ATVI
2021-08-19,82.209999,83.169998,5449700,ATVI
2021-08-20,82.870003,82.629997,7366200,ATVI
2021-08-23,82.93,82.220001,8666100,ATVI
2021-08-24,82.75,81.790001,11799500,ATVI
2021-08-25,82.120003,80.809998,10410300,ATVI
2021-08-26,81.589996,81.25,7365000,ATVI
2021-08-27,81.449997,82.43,6000600,ATVI
2021-08-30,81.5,81.120003,8405200,ATVI
2021-08-31,81.480003,82.370003,9477900,ATVI
2021-09-01,82.730003,82.300003,6226000,ATVI
2021-09-02,82.75,81.309998,8433800,ATVI
2021-09-03,81.209999,81.18,5605400,ATVI
2021-09-07,81.410004,78.470001,15531700,ATVI
2021-09-08,78.470001,80.290001,8227700,ATVI
2021-09-09,78.809998,78.050003,11325800,ATVI
2021-09-10,78.160004,79.639999,12098700,ATVI
2021-09-13,80.120003,78.529999,7337400,ATVI
2021-09-14,78.779999,77.839996,6235300,ATVI
2021-09-15,77.730003,78.25,5526500,ATVI
2021-09-16,78.32,79.279999,9376800,ATVI
2021-09-17,79.419998,79.559998,11009600,ATVI
2021-09-20,78.639999,76.18,12231900,ATVI
2021-09-21,76.610001,73.029999,14206900,ATVI
2021-09-22,73.190002,72.809998,10297300,ATVI
2021-09-23,73.129997,74.669998,9311100,ATVI
2021-09-24,74.5,75.260002,7429800,ATVI
2021-09-27,75.029999,75.080002,6517900,ATVI
2021-09-28,74.660004,76.330002,11157200,ATVI
2021-09-29,76.529999,77.379997,9700800,ATVI
2021-09-30,77.559998,77.389999,7537900,ATVI
2021-10-01,78.059998,78.529999,5861300,ATVI
2021-10-04,78.190002,77.18,5955600,ATVI
2021-10-05,77.25,76.800003,9771000,ATVI
2021-10-06,75.93,77.290001,9477600,ATVI
2021-10-07,77.269997,77.360001,8527400,ATVI
2021-10-08,77.760002,77.610001,8885200,ATVI
2021-10-11,77.739998,76.32,6326400,ATVI
2021-10-12,76.449997,74.919998,6640900,ATVI
2021-10-13,75.339996,75.25,6597500,ATVI
2021-10-14,75.940002,76.110001,5471100,ATVI
2021-10-15,76.5,76.400002,6472800,ATVI
2021-10-18,76.139999,76.400002,5417400,ATVI
2021-10-19,76.769997,77.18,4238500,ATVI
2021-10-20,77.519997,78.080002,4537900,ATVI
2021-10-21,77.720001,78.699997,5904300,ATVI
2021-10-22,78.620003,79.269997,6960400,ATVI
2021-10-25,79.43,81.190002,8345800,ATVI
2021-10-26,81.809998,80.760002,6420400,ATVI
2021-10-27,80.220001,78.650002,6261500,ATVI
2021-10-28,78.599998,78.879997,10842600,ATVI
2021-10-29,78.93,78.190002,8370200,ATVI
2021-11-01,78.940002,79.349998,7569400,ATVI
2021-11-02,79.290001,77.669998,10370400,ATVI
2021-11-03,66.25,66.75,43753600,ATVI
2021-11-04,67.470001,68.230003,16203300,ATVI
2021-11-05,68.57,67.830002,13716900,ATVI
2021-11-08,68.43,66.82,12825700,ATVI
2021-11-09,66.989998,67.099998,8812000,ATVI
2021-11-10,66.730003,66.660004,7966200,ATVI
2021-11-11,67.25,67.5,13235000,ATVI
2021-11-12,67.720001,69.690002,13923000,ATVI
2021-11-15,69.32,70.43,11628200,ATVI
2021-11-16,70.550003,66.139999,38243200,ATVI
2021-11-17,65.529999,64.199997,28771200,ATVI
2021-11-18,63.599998,62.669998,24241700,ATVI
2021-11-19,63.75,62.380001,14485100,ATVI
2021-11-22,60.93,62.200001,16583200,ATVI
2021-11-23,61.849998,61.77,16564300,ATVI
2021-11-24,61.84,60.91,9681500,ATVI
2021-11-26,61.279999,60.619999,8305900,ATVI
2021-11-29,60.889999,60.310001,7749600,ATVI
2021-11-30,60.02,58.599998,19291100,ATVI
2021-12-01,59.110001,57.279999,11607000,ATVI
2021-12-02,57.279999,57.290001,8606200,ATVI
2021-12-03,56.98,57.360001,13287400,ATVI
2021-12-06,57.529999,58.09,9409000,ATVI
2021-12-07,58.919998,58.77,11553500,ATVI
2021-12-08,58.779999,59.27,9785500,ATVI
2021-12-09,58.599998,59.07,8520500,ATVI
2021-12-10,59.16,58.599998,10161000,ATVI
2021-12-13,58.599998,58.700001,8652700,ATVI
2021-12-14,58.16,59.52,8793500,ATVI
2021-12-15,59.110001,60.259998,7387100,ATVI
2021-12-16,60.549999,61.490002,10074500,ATVI
2021-12-17,61.099998,61.360001,16960300,ATVI
2021-12-20,61.009998,61.799999,8369400,ATVI
2021-12-21,62.25,63.59,11097700,ATVI
2021-12-22,63.259998,64.099998,15089700,ATVI
2021-12-23,64.010002,65.160004,8721700,ATVI
2021-12-27,65.239998,65.449997,10640700,ATVI
2021-12-28,66.059998,66.669998,13806800,ATVI
2021-12-29,66.57,67.160004,9051500,ATVI
2021-12-30,67.199997,67.489998,7509100,ATVI
2021-12-31,67.32,66.529999,9475100,ATVI
2022-01-03,66.440002,67.419998,13208100,ATVI
2022-01-04,67.839996,67.199997,9464000,ATVI
2022-01-05,67.199997,66.290001,14988200,ATVI
2022-01-06,66.160004,63.82,15071100,ATVI
2022-01-07,63.990002,64.040001,21467900,ATVI
2022-01-10,63.889999,63.110001,14993000,ATVI
2022-01-11,63.09,65.849998,10728600,ATVI
2022-01-12,65.230003,64.809998,13986900,ATVI
2022-01-13,64.910004,64.169998,12790800,ATVI
2022-01-14,63.990002,65.389999,13495700,ATVI
2022-01-18,86.769997,82.309998,120192800,ATVI
2022-01-19,82.650002,82.150002,30482100,ATVI
2022-01-20,82.300003,81.760002,18995300,ATVI
2022-01-21,81.910004,81.349998,17143300,ATVI
2022-01-24,80.739998,79.970001,24380000,ATVI
2022-01-25,79.75,79.120003,14403800,ATVI
2022-01-26,79.639999,78.779999,10309100,ATVI
2022-01-27,79.099998,78.900002,10857300,ATVI
2022-01-28,78.800003,79.139999,11203800,ATVI
2022-01-31,78.870003,79.010002,11649500,ATVI
2022-02-01,79.080002,79.059998,12225300,ATVI
2022-02-02,79.080002,79.25,17386500,ATVI
2022-02-03,79.25,78.949997,19961400,ATVI
2022-02-04,78.449997,79.25,13259100,ATVI
2022-02-07,79.800003,79.5,9059700,ATVI
2022-02-08,79.68,80.230003,9106200,ATVI
2022-02-09,80.550003,81.5,11355900,ATVI
2022-02-10,81.120003,81.449997,9061300,ATVI
2022-02-11,81.5,81.5,6971000,ATVI
2022-02-14,81.489998,81.5,7059100,ATVI
2022-02-15,81.599998,81.519997,9031000,ATVI
2022-02-16,81.449997,81.459999,6487300,ATVI
2022-02-17,81.459999,80.970001,4949100,ATVI
2022-02-18,81.040001,81.050003,7753700,ATVI
2022-02-22,81.150002,81.230003,10983600,ATVI
2022-02-23,81.040001,80.709999,9378400,ATVI
2022-02-24,80.099998,81.010002,10386900,ATVI
2022-02-25,81.150002,81.440002,5700500,ATVI
2022-02-28,81.050003,81.5,10268500,ATVI
2022-03-01,81.139999,80.879997,8029000,ATVI
2022-03-02,81.339996,81.480003,8034500,ATVI
2022-03-03,81.550003,81.5,7024100,ATVI
2022-03-04,81.360001,81.43,7528200,ATVI
